character,unicode,custom_code,original_code,glyph_slot,metric_donor_index,append_ordinal,logical_glyph_index,mapping_status,source
웨,U+C6E8,0xa5ed,0x8ff2,1489,85,1112,1489,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
웩,U+C6E9,0xa5ee,0x8b5e,1490,85,1113,1490,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
윗,U+C717,0xa5ef,0x91d5,1536,85,1114,1536,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
융,U+C735,0xa5f0,0x8fa2,1681,85,1115,1681,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
윽,U+C73D,0xa5f1,0x88d9,503,85,1116,503,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
읍,U+C74D,0xa5f2,0x89d4,644,85,1117,644,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
읏,U+C74F,0xa5f3,0x8aec,844,85,1118,844,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
잃,U+C783,0xa5f4,0x88f3,869,85,1119,869,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
잇,U+C787,0xa5f5,0x8f97,1146,85,1120,1146,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
잎,U+C78E,0xa5f6,0x939e,1309,85,1121,1309,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
잣,U+C7A3,0xa5f7,0x93af,1314,85,1122,1314,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
잭,U+C7AD,0xa5f8,0x95c7,1389,85,1123,1389,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
젊,U+C80A,0xa5f9,0x975c,1444,85,1124,1444,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
젓,U+C813,0xa5fa,0x97fb,1477,85,1125,1477,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
젖,U+C816,0xa5fb,0x9779,1521,85,1126,1521,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
젠,U+C820,0xa5fc,0x81bc,2213,85,1127,2213,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
젯,U+C82F,0xa640,0x9049,2045,85,1128,2045,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
좁,U+C881,0xa641,0x93c7,297,85,1129,297,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
좌,U+C88C,0xa642,0x88ab,369,85,1130,369,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
죄,U+C8C4,0xa643,0x96e5,704,85,1131,704,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
죠,U+C8E0,0xa644,0x95a1,778,85,1132,778,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
줍,U+C90D,0xa645,0x8bd6,983,85,1133,983,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
줏,U+C90F,0xa646,0x8d44,1037,85,1134,1037,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
줬,U+C92C,0xa647,0x8db7,1057,85,1135,1057,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쥐,U+C950,0xa648,0x8f43,1124,85,1136,1124,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쥔,U+C954,0xa649,0x8f87,1141,85,1137,1141,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
즘,U+C998,0xa64a,0x8fa4,1149,85,1138,1149,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
짊,U+C9CA,0xa64b,0x92ae,1271,85,1139,1271,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
짖,U+C9D6,0xa64c,0x8b70,1340,85,1140,1340,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
짝,U+C9DD,0xa64d,0x94ed,1360,85,1141,1360,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쨌,U+CA0C,0xa64e,0x9582,1376,85,1142,1376,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쩍,U+CA4D,0xa64f,0x96e9,1430,85,1143,1430,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쩐,U+CA50,0xa650,0x8d58,257,85,1144,257,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쩜,U+CA5C,0xa651,0x8975,382,85,1145,382,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쩡,U+CA61,0xa652,0x8ebe,662,85,1146,662,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쪄,U+CA84,0xa653,0x90a2,795,85,1147,795,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쪘,U+CA98,0xa654,0x89d7,902,85,1148,902,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쪼,U+CABC,0xa655,0x8d8f,1049,85,1149,1049,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쫓,U+CAD3,0xa656,0x90e0,1202,85,1150,1202,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쭈,U+CB48,0xa657,0x94f1,1361,85,1151,1361,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쭉,U+CB49,0xa658,0x9656,1405,85,1152,1405,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쭙,U+CB59,0xa659,0x8c8e,347,85,1153,347,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쭤,U+CB64,0xa65a,0x97f3,459,85,1154,459,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쯤,U+CBE4,0xa65b,0x8d87,515,85,1155,515,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쯧,U+CBE7,0xa65c,0x92b9,718,85,1156,718,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찍,U+CC0D,0xa65d,0x8ce5,1031,85,1157,1031,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찔,U+CC14,0xa65e,0x9188,1221,85,1158,1221,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찜,U+CC1C,0xa65f,0x919c,1228,85,1159,1228,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찝,U+CC1D,0xa660,0x9377,1296,85,1160,1296,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찡,U+CC21,0xa661,0x94de,1355,85,1161,1355,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찢,U+CC22,0xa662,0x959b,1378,85,1162,1378,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찰,U+CC30,0xa663,0x95f1,1396,85,1163,1396,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찻,U+CC3B,0xa664,0x96a7,1419,85,1164,1419,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
찼,U+CC3C,0xa665,0x96d4,1425,85,1165,1425,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
챘,U+CC58,0xa666,0x976c,523,85,1166,523,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
챙,U+CC59,0xa667,0x9283,712,85,1167,712,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
첨,U+CCA8,0xa668,0x94ad,756,85,1168,756,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쳤,U+CCE4,0xa669,0x8aa8,922,85,1169,922,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
촉,U+CD09,0xa66a,0x8b41,944,85,1170,944,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
촙,U+CD19,0xa66b,0x8c80,1006,85,1171,1006,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
총,U+CD1D,0xa66c,0x8f62,1134,85,1172,1134,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
춘,U+CD98,0xa66d,0x8f74,1139,85,1173,1139,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
춥,U+CDA5,0xa66e,0x919b,1227,85,1174,1227,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
췄,U+CDC4,0xa66f,0x9288,1262,85,1175,1262,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
췌,U+CDCC,0xa670,0x945f,1326,85,1176,1326,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
측,U+CE21,0xa671,0x966b,1408,85,1177,1408,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
층,U+CE35,0xa672,0x96f4,1433,85,1178,1433,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
칙,U+CE59,0xa673,0x8e8c,1509,85,1179,1509,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
칫,U+CE6B,0xa674,0x968b,1790,85,1180,1790,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
캉,U+CE89,0xa675,0x89ba,281,85,1181,281,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
캠,U+CEA0,0xa676,0x9583,303,85,1182,303,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
캬,U+CEAC,0xa677,0x90e1,384,85,1183,384,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
컥,U+CEE5,0xa678,0x91ce,397,85,1184,397,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
컨,U+CEE8,0xa679,0x8b9f,442,85,1185,442,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
컴,U+CEF4,0xa67a,0x8b9b,477,85,1186,477,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
컸,U+CEF8,0xa67b,0x8e76,513,85,1187,513,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
켓,U+CF13,0xa67c,0x8ed2,518,85,1188,518,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
켰,U+CF30,0xa67d,0x8eaf,589,85,1189,589,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
콕,U+CF55,0xa67e,0x96ad,650,85,1190,650,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
콧,U+CF67,0xa680,0x9841,667,85,1191,667,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
콩,U+CF69,0xa681,0x8bd8,984,85,1192,984,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
콰,U+CF70,0xa682,0x8cf7,1034,85,1193,1034,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쾅,U+CF85,0xa683,0x8e8f,1099,85,1194,1099,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쿵,U+CFF5,0xa684,0x8b53,506,85,1195,506,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
큭,U+D06D,0xa685,0x945c,538,85,1196,538,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
킁,U+D081,0xa686,0x9745,585,85,1197,585,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
탐,U+D0D0,0xa687,0x93c1,765,85,1198,765,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
탑,U+D0D1,0xa688,0x93b1,803,85,1199,803,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
탔,U+D0D4,0xa689,0x88e1,866,85,1200,866,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
탕,U+D0D5,0xa68a,0x8e55,1081,85,1201,1081,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
탤,U+D0E4,0xa68b,0x9752,1438,85,1202,1438,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
탱,U+D0F1,0xa68c,0x97f1,1475,85,1203,1475,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
턱,U+D131,0xa68d,0x95f4,1554,85,1204,1554,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
텀,U+D140,0xa68e,0x8aaa,498,85,1205,498,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
텅,U+D145,0xa68f,0x9683,533,85,1206,533,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
텔,U+D154,0xa690,0x947b,578,85,1207,578,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
텨,U+D168,0xa691,0x9755,773,85,1208,773,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
텼,U+D17C,0xa692,0x9791,818,85,1209,818,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
톡,U+D1A1,0xa693,0x97bc,835,85,1210,835,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
톱,U+D1B1,0xa694,0x89a3,892,85,1211,892,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
툰,U+D230,0xa695,0x8e8e,1098,85,1212,1098,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
툴,U+D234,0xa696,0x90c8,1196,85,1213,1196,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
퉁,U+D241,0xa697,0x917b,1218,85,1214,1218,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
퉜,U+D25C,0xa698,0x91a7,1233,85,1215,1233,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
튜,U+D29C,0xa699,0x94db,1354,85,1216,1354,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
틴,U+D2F4,0xa69a,0x965d,1407,85,1217,1407,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
팀,U+D300,0xa69b,0x9765,1448,85,1218,1448,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
팅,U+D305,0xa69c,0x9279,2202,85,1219,2202,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
팍,U+D30D,0xa69d,0x95cf,256,85,1220,256,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
팎,U+D30E,0xa69e,0x9197,350,85,1221,350,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
팠,U+D320,0xa69f,0x9380,365,85,1222,365,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
팬,U+D32C,0xa6a0,0x96c5,540,85,1223,540,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
펀,U+D380,0xa6a1,0x89b7,600,85,1224,600,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
펑,U+D391,0xa6a2,0x906a,701,85,1225,701,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
펠,U+D3A0,0xa6a3,0x965c,726,85,1226,726,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
펨,U+D3A8,0xa6a4,0x8ad4,762,85,1227,762,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
펴,U+D3B4,0xa6a5,0x8f75,802,85,1228,802,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
펼,U+D3BC,0xa6a6,0x9866,806,85,1229,806,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
폐,U+D3D0,0xa6a7,0x92c3,830,85,1230,830,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
폴,U+D3F4,0xa6a8,0x8b40,943,85,1231,943,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
폼,U+D3FC,0xa6a9,0x8b8c,964,85,1232,964,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
푹,U+D479,0xa6aa,0x9768,1449,85,1233,1449,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
풉,U+D489,0xa6ab,0x8ac2,1602,85,1234,1602,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
픈,U+D508,0xa6ac,0x94c0,1783,85,1235,1783,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
픔,U+D514,0xa6ad,0x8b7c,446,85,1236,446,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
핑,U+D551,0xa6ae,0x96c6,526,85,1237,526,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
핥,U+D565,0xa6af,0x97d1,531,85,1238,531,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
핵,U+D575,0xa6b0,0x90e2,572,85,1239,572,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
햇,U+D587,0xa6b1,0x93ef,854,85,1240,854,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
햐,U+D590,0xa6b2,0x8c9f,1014,85,1241,1014,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
헉,U+D5C9,0xa6b3,0x8da0,1052,85,1242,1052,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
헐,U+D5D0,0xa6b4,0x8dcf,1063,85,1243,1063,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
헛,U+D5DB,0xa6b5,0x91d2,1236,85,1244,1236,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
헴,U+D5F4,0xa6b6,0x91de,1240,85,1245,1240,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
헷,U+D5F7,0xa6b7,0x9357,1288,85,1246,1288,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
헹,U+D5F9,0xa6b8,0x93a2,1310,85,1247,1310,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
혁,U+D601,0xa6b9,0x92ef,1885,85,1248,1885,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
혐,U+D610,0xa6ba,0x9149,291,85,1249,291,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
협,U+D611,0xa6bb,0x9166,366,85,1250,366,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
홈,U+D648,0xa6bc,0x8d7a,407,85,1251,407,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
홧,U+D667,0xa6bd,0x8b6c,488,85,1252,488,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
훈,U+D6C8,0xa6be,0x8e47,672,85,1253,672,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
훌,U+D6CC,0xa6bf,0x9152,753,85,1254,753,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
훗,U+D6D7,0xa6c0,0x8966,876,85,1255,876,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
훤,U+D6E4,0xa6c1,0x8f45,1125,85,1256,1125,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
훨,U+D6E8,0xa6c2,0x8f9f,1148,85,1257,1148,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
휙,U+D719,0xa6c3,0x90bc,1193,85,1258,1193,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
휠,U+D720,0xa6c4,0x918a,1222,85,1259,1222,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
흔,U+D754,0xa6c5,0x8ba5,1504,85,1260,1504,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
흙,U+D759,0xa6c6,0x8afa,286,85,1261,286,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
흠,U+D760,0xa6c7,0x9788,484,85,1262,484,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
흥,U+D765,0xa6c8,0x8dbb,602,85,1263,602,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
흩,U+D769,0xa6c9,0x8cea,618,85,1264,618,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
희,U+D76C,0xa6ca,0x946a,625,85,1265,625,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
힙,U+D799,0xa6cb,0x92e9,736,85,1266,736,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
힛,U+D79B,0xa6cc,0x9073,746,85,1267,746,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
램,U+B7A8,0xa6cd,0x898c,829,85,1268,829,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
롤,U+B864,0xa6ce,0x8b8f,966,85,1269,966,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
왈,U+C648,0xa6cf,0x8bf4,988,85,1270,988,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
펄,U+D384,0xa6d0,0x8cc5,1023,85,1271,1023,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
퓨,U+D4E8,0xa6d1,0x8e6f,1088,85,1272,1088,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
